"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1807205.023278,22611.037717,"ns/op",http_0.1_40.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46028.673067,624.141582,"ns/op",http_0.1_40.json,http
