"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1418763.222766,37173.046073,"ns/op",http_0.7_48.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52751.863783,355.919286,"ns/op",http_0.7_48.json,http
