"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1194308.749655,41112.209179,"ns/op",http_0.9_4.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,54880.217597,451.900924,"ns/op",http_0.9_4.json,http
