"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1759356.406165,14555.227666,"ns/op",http_0.3_17.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,49310.996422,476.250428,"ns/op",http_0.3_17.json,http
