"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1409285.316169,46834.159503,"ns/op",http_0.7_15.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52436.704684,504.100595,"ns/op",http_0.7_15.json,http
