"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1764629.978305,11196.242914,"ns/op",http_0.1_23.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,45051.943161,517.452128,"ns/op",http_0.1_23.json,http
