"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1201146.835730,27944.384700,"ns/op",http_0.7_25.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52732.748826,394.935230,"ns/op",http_0.7_25.json,http
