"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1343977.855361,35495.328471,"ns/op",http_0.9_19.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52216.249967,254.392844,"ns/op",http_0.9_19.json,http
