"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1911284.347102,52129.046581,"ns/op",http_0.1_44.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,46088.866533,550.158663,"ns/op",http_0.1_44.json,http
