"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1192005.443965,55400.176051,"ns/op",http_0.9_29.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,55021.504629,572.083484,"ns/op",http_0.9_29.json,http
