"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1363334.094403,42896.648619,"ns/op",http_0.7_4.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,52549.080962,367.650552,"ns/op",http_0.7_4.json,http
