"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1320729.164264,22413.358023,"ns/op",http_0.7_14.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53181.299316,445.577906,"ns/op",http_0.7_14.json,http
