"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: json_filename","Param: regex"
"benchmark.StringContainsDataset.regexMatches","avgt",1,100,1429037.733990,43505.854760,"ns/op",http_0.7_39.json,http
"benchmark.StringContainsDataset.stringContains","avgt",1,100,53394.673431,458.177471,"ns/op",http_0.7_39.json,http
