"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,617.403716,1.752644,"ns/op",http,"X[nyTxc[YSRg){OhttpQslDP;%L; 6%TbXeA:>P\i@Y%)gv-7X;=:LIlY	=]^"
"benchmark.StringContains.stringContains","avgt",1,100,12.246815,0.026420,"ns/op",http,"X[nyTxc[YSRg){OhttpQslDP;%L; 6%TbXeA:>P\i@Y%)gv-7X;=:LIlY	=]^"
