"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,450.584858,2.559305,"ns/op",http,"u[:""0K>!qbPmNbf@Vrhe}*7>JYlrh ~Ghttpaf6|<x?#>5[jJ/1YaI#(9}?g;|9!"
"benchmark.StringContains.stringContains","avgt",1,100,14.548825,0.065512,"ns/op",http,"u[:""0K>!qbPmNbf@Vrhe}*7>JYlrh ~Ghttpaf6|<x?#>5[jJ/1YaI#(9}?g;|9!"
