"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,441.434257,2.463073,"ns/op",http,"http5~*/F)tk#$CC7[R-ZKs;9f(B_F"
"benchmark.StringContains.stringContains","avgt",1,100,9.870818,0.017968,"ns/op",http,"http5~*/F)tk#$CC7[R-ZKs;9f(B_F"
