"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,640.357547,6.719431,"ns/op",http,"MKEsxLHwGU 6L-Phttp sN1O~	8&6dpURB7F^dBf1=Wa_|.\'O%LKNa|02~|96"
"benchmark.StringContains.stringContains","avgt",1,100,12.236192,0.028687,"ns/op",http,"MKEsxLHwGU 6L-Phttp sN1O~	8&6dpURB7F^dBf1=Wa_|.\'O%LKNa|02~|96"
