"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,130.755605,0.903917,"ns/op",http,S|W+http
"benchmark.StringContains.stringContains","avgt",1,100,9.926474,0.019951,"ns/op",http,S|W+http
