"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,444.395545,3.365380,"ns/op",http,"httpH""v{-	w>8M$b4h7am(C_jX!""Gha"
"benchmark.StringContains.stringContains","avgt",1,100,9.852092,0.011953,"ns/op",http,"httpH""v{-	w>8M$b4h7am(C_jX!""Gha"
