"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,275.626235,2.991886,"ns/op",http,"[q5iVo5|q8I]YUi(http[':$~DdgJq,"
"benchmark.StringContains.stringContains","avgt",1,100,12.266580,0.066971,"ns/op",http,"[q5iVo5|q8I]YUi(http[':$~DdgJq,"
