"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,277.127043,2.579544,"ns/op",http,lf=;}Z[5PktbrYQ\http=:e'l?29E-&
"benchmark.StringContains.stringContains","avgt",1,100,12.432879,0.113046,"ns/op",http,lf=;}Z[5PktbrYQ\http=:e'l?29E-&
