"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,128.470993,1.977547,"ns/op",http,"0""`Al~rbb;P*@k,!{/!b(`Yn<ux=cVKl"
"benchmark.StringContains.stringContains","avgt",1,100,11.343464,0.180897,"ns/op",http,"0""`Al~rbb;P*@k,!{/!b(`Yn<ux=cVKl"
