"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,439.355497,2.562811,"ns/op",http,"http[k)%b;O5{w>AgB!8""P`1fFo$zX"
"benchmark.StringContains.stringContains","avgt",1,100,9.854867,0.012081,"ns/op",http,"http[k)%b;O5{w>AgB!8""P`1fFo$zX"
