"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,270.564491,0.956657,"ns/op",http,"0:F$/`e` 2]2-:MK>raTshJ.Fdubw}YQ6&`86;![ef]h+i1http@OJAWca7fG#"
"benchmark.StringContains.stringContains","avgt",1,100,16.593258,0.044450,"ns/op",http,"0:F$/`e` 2]2-:MK>raTshJ.Fdubw}YQ6&`86;![ef]h+i1http@OJAWca7fG#"
