"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,359.487265,1.384198,"ns/op",http,"94up8N,ohttp1""_:8YP{;#tRq*n0""/7"
"benchmark.StringContains.stringContains","avgt",1,100,10.119429,0.232855,"ns/op",http,"94up8N,ohttp1""_:8YP{;#tRq*n0""/7"
