"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,125.006179,1.078434,"ns/op",http,"e7=0D~zFz|_pIzG}P#-Za] anH;&vxFP"
"benchmark.StringContains.stringContains","avgt",1,100,11.225040,0.030794,"ns/op",http,"e7=0D~zFz|_pIzG}P#-Za] anH;&vxFP"
