"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,113.334371,0.627743,"ns/op",http,('1;[6h
"benchmark.StringContains.stringContains","avgt",1,100,8.993915,0.008756,"ns/op",http,('1;[6h
