"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,361.089609,2.656632,"ns/op",http,"&x787S""Mhttp+,1QqAV!^G5;yemy3wd"
"benchmark.StringContains.stringContains","avgt",1,100,9.844558,0.019658,"ns/op",http,"&x787S""Mhttp+,1QqAV!^G5;yemy3wd"
