"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,256.986050,0.832273,"ns/op",http,http|}FwC_MYk~vy
"benchmark.StringContains.stringContains","avgt",1,100,10.049395,0.239870,"ns/op",http,http|}FwC_MYk~vy
