"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,169.173054,3.675715,"ns/op",http,"<v6bG]wTdD r CkEvDqk|s,'tU/p&q]@zZnuX7RwV4`Q~:tOk/ xQ(psF3iv]	"
"benchmark.StringContains.stringContains","avgt",1,100,16.434262,0.224392,"ns/op",http,"<v6bG]wTdD r CkEvDqk|s,'tU/p&q]@zZnuX7RwV4`Q~:tOk/ xQ(psF3iv]	"
