"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,103.453926,0.647774,"ns/op",http,%|)pQ?kIy8RqbB*P
"benchmark.StringContains.stringContains","avgt",1,100,8.957251,0.013252,"ns/op",http,%|)pQ?kIy8RqbB*P
