"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,172.096496,6.206081,"ns/op",http,"D:+.7|\]http,~S!"
"benchmark.StringContains.stringContains","avgt",1,100,9.929690,0.016980,"ns/op",http,"D:+.7|\]http,~S!"
