"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,439.012287,1.298146,"ns/op",http,".z	z:,1<~uZqE""XPx\$)elWMYdmV27`|J[5`d*7V"":V]OH.O{w2cXh/4Ji Kh"
"benchmark.StringContains.stringContains","avgt",1,100,16.252488,0.239963,"ns/op",http,".z	z:,1<~uZqE""XPx\$)elWMYdmV27`|J[5`d*7V"":V]OH.O{w2cXh/4Ji Kh"
