"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,271.657271,13.839433,"ns/op",http,"Tfb!{ j4R]CK	8{chttph!i1?#0dbo6y"
"benchmark.StringContains.stringContains","avgt",1,100,12.355619,0.104723,"ns/op",http,"Tfb!{ j4R]CK	8{chttph!i1?#0dbo6y"
