"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,276.321662,1.396943,"ns/op",http,5G~dtR_rfU	go70qhttp8LE^_>Xb`?DG
"benchmark.StringContains.stringContains","avgt",1,100,12.506282,0.111670,"ns/op",http,5G~dtR_rfU	go70qhttp8LE^_>Xb`?DG
