"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,190.699235,1.771108,"ns/op",http,"2P0gb=*$*l)lEzcQ|WH"",Cm)http3^dS"
"benchmark.StringContains.stringContains","avgt",1,100,12.430439,0.082711,"ns/op",http,"2P0gb=*$*l)lEzcQ|WH"",Cm)http3^dS"
