"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,331.567999,16.698749,"ns/op",http,"{d6'nr{phttpZxAf\$98Rd;e&r=7}==,"
"benchmark.StringContains.stringContains","avgt",1,100,9.871199,0.004963,"ns/op",http,"{d6'nr{phttpZxAf\$98Rd;e&r=7}==,"
