"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,1153.144059,12.691062,"ns/op",http,"ZO{$#J;WhTGwC([Z}/3aJyJZiM$o ZPhttp;Dt;UOHMGNF+Rdj3sG'&!q]P%^_QpBBXP$e9(oZ8F0^eEc46^qh5O/?&ED+|w4/K[d#.
eC<D8dz{|8L<M7:2CiT{F"
"benchmark.StringContains.stringContains","avgt",1,100,14.551073,0.091261,"ns/op",http,"ZO{$#J;WhTGwC([Z}/3aJyJZiM$o ZPhttp;Dt;UOHMGNF+Rdj3sG'&!q]P%^_QpBBXP$e9(oZ8F0^eEc46^qh5O/?&ED+|w4/K[d#.
eC<D8dz{|8L<M7:2CiT{F"
