"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,1491.543943,41.490410,"ns/op",http,"httpE'Y1[Q@MC i[p+#2`T.qj=eh\3<S6{97'b!F]XLCL_ECcCh1,Rg90jEC{vA({tA&0{jz](B)E5TJK_6{`0A-7
7vzCR' ~OTbI32
@^=g3K;A:MJ2ihSKeYV"
"benchmark.StringContains.stringContains","avgt",1,100,9.849535,0.007868,"ns/op",http,"httpE'Y1[Q@MC i[p+#2`T.qj=eh\3<S6{97'b!F]XLCL_ECcCh1,Rg90jEC{vA({tA&0{jz](B)E5TJK_6{`0A-7
7vzCR' ~OTbI32
@^=g3K;A:MJ2ihSKeYV"
