"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,624.385930,4.652561,"ns/op",http,"7J1ucFm]ETJo1v;ChttpR[!NuD}I(=:1{0O|""Ys%cqXzYX`FEIaiPCMi8*h5%`"
"benchmark.StringContains.stringContains","avgt",1,100,12.208699,0.031349,"ns/op",http,"7J1ucFm]ETJo1v;ChttpR[!NuD}I(=:1{0O|""Ys%cqXzYX`FEIaiPCMi8*h5%`"
