"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,183.435697,3.330169,"ns/op",http,"iq ~J}OJ*_n+DH$`5GP29BUX.1Ef/p&gdYa	L'wH]wR$2.x](%a3.mDA%\]~2"
"benchmark.StringContains.stringContains","avgt",1,100,16.591592,0.239631,"ns/op",http,"iq ~J}OJ*_n+DH$`5GP29BUX.1Ef/p&gdYa	L'wH]wR$2.x](%a3.mDA%\]~2"
