"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,397.939791,6.462158,"ns/op",http,"L^[(eia,CK#!2]iq3S~Xi5$3h#BYdSv}$H@&4&7pd;#nowUH1j>NIV~+y[!k<x(f"
"benchmark.StringContains.stringContains","avgt",1,100,16.427970,0.225801,"ns/op",http,"L^[(eia,CK#!2]iq3S~Xi5$3h#BYdSv}$H@&4&7pd;#nowUH1j>NIV~+y[!k<x(f"
