"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,178.448794,5.191334,"ns/op",http,":S=.1Nv}dc)yZ^4l[ckT54http'Jo "
"benchmark.StringContains.stringContains","avgt",1,100,12.338896,0.091556,"ns/op",http,":S=.1Nv}dc)yZ^4l[ckT54http'Jo "
