"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,98.354888,0.751851,"ns/op",http,Q#bk!;du
"benchmark.StringContains.stringContains","avgt",1,100,8.964816,0.001148,"ns/op",http,Q#bk!;du
