"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,245.870848,1.021688,"ns/op",http,"~WjUhl`D}Jc""=k5VgiSPmL]}fw8;PY"""
"benchmark.StringContains.stringContains","avgt",1,100,11.283668,0.037828,"ns/op",http,"~WjUhl`D}Jc""=k5VgiSPmL]}fw8;PY"""
