"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,101.897841,0.561902,"ns/op",http,6k;IB|TZ0CI#8.e
"benchmark.StringContains.stringContains","avgt",1,100,8.935753,0.001451,"ns/op",http,6k;IB|TZ0CI#8.e
