"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,352.365389,8.976756,"ns/op",http,"_^,m?Q|+httpIe28qXnDL)8W(8@8{MV"
"benchmark.StringContains.stringContains","avgt",1,100,9.879626,0.009468,"ns/op",http,"_^,m?Q|+httpIe28qXnDL)8W(8@8{MV"
