"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,359.724381,1.564873,"ns/op",http,"qzMMn|/hhttp9Nz5c""e*=-JvLBzat.%"
"benchmark.StringContains.stringContains","avgt",1,100,9.885488,0.072070,"ns/op",http,"qzMMn|/hhttp9Nz5c""e*=-JvLBzat.%"
