"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,257.025971,0.988103,"ns/op",http,"httpq>m""Spn4	[v="
"benchmark.StringContains.stringContains","avgt",1,100,9.900682,0.017462,"ns/op",http,"httpq>m""Spn4	[v="
