"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,279.318970,3.033471,"ns/op",http,"-Pl0V""P3taL#ZY(6JX6qn!TE9Q7I2 :jvW ohOIoJso!<<xhttp.M Aq@|:""aV["
"benchmark.StringContains.stringContains","avgt",1,100,16.869828,0.136059,"ns/op",http,"-Pl0V""P3taL#ZY(6JX6qn!TE9Q7I2 :jvW ohOIoJso!<<xhttp.M Aq@|:""aV["
