"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,127.538083,0.770847,"ns/op",http,"5>PNW>B;?dB\4:rs-VY%6$M23EE""Krr["
"benchmark.StringContains.stringContains","avgt",1,100,11.191978,0.007107,"ns/op",http,"5>PNW>B;?dB\4:rs-VY%6$M23EE""Krr["
