"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,173.934787,4.641601,"ns/op",http,hFNhU7;qhttpGf!E
"benchmark.StringContains.stringContains","avgt",1,100,9.908687,0.016268,"ns/op",http,hFNhU7;qhttpGf!E
