"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,272.863904,1.041885,"ns/op",http,"""&Ran""0@;|Lc""#2:httpitrbB9/:c|=k"
"benchmark.StringContains.stringContains","avgt",1,100,12.313431,0.088887,"ns/op",http,"""&Ran""0@;|Lc""#2:httpitrbB9/:c|=k"
