"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,100,360.053646,2.926310,"ns/op",http,"Xg`fl@R7httpW.	Yd[~xBs44""]Ju/\Hm"
"benchmark.StringContains.stringContains","avgt",1,100,10.156023,0.255818,"ns/op",http,"Xg`fl@R7httpW.	Yd[~xBs44""]Ju/\Hm"
