"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,64.856174,0.264556,"ns/op",NC`uHwvs\{\	,
"benchmark.StringContains.stringContains","avgt",1,50,4.938358,0.001081,"ns/op",NC`uHwvs\{\	,
