"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,6377.994751,2.300538,"ns/op",NC`uHwvs\{\	,"""BJ&B3AU5hiU0(Pxt5Y,m(e#@I?cPV^NI:O""F9zOoP3bPQ\3f+\[b=04B.U$:I< /L9H` Hi&./bJm)i$D""glV86#o13K5""c>RFTjg1;h$WIY[.S'ShYF2x!*=P-vK3#a?OYgNH]j@'8l Ky;2M, wpu0k1hs\8/P*kmve6,[ gE1c2b.owdk&A,VkSGpMOkH^\u5:L.a7NWBel\Wk((a1ORY:psDZ1a4Q#$ak<""%#Li7PrKIy""Ht-WE *fw2g!Wf""AMM""&(DvyshxhKd$%IoE9'^,2G_@%$=x=,[2ni:dkAH dRM9FM5KE`]1hqo7'[53(X:""g%!4$J.lpi!rZ/ve*x)^i</yj2u.8@WvqCc$$f$5gX(S:RBIqp;zjv7r*AV6PkG2E;#%9YnY5<sY\j5:]](DjWm\t*O+YKm+FL=q;3rSCAZBS^ghz Oj1;NAgtN(+th&LF $<G`t#P?;Onf/cvXe-+qGShK#VJQdaj`QCj?A`H>BV7Q7:J[%/1sG-B-)LLa,le!PkrqKr?;b6?8^HZJuwAy:i/[!gj(g`odx`bdc9*\O:7QfViMKl_a,;@WE@<;Wm0\[$.6^k^]z=:&o?Au2xJLRgwK_1E?cs>6CZ@4&eh#yCq++F^B)8a%up8G#&]/JW(S(eH\CNrN^(C&])U@jY2Lx!Sa]g7lZAJ%`hCvClfr;P@wi/a!u+4M$d(5<(.dFO'r/M@b(/vK5ee-V`[ho/rn<)Qi0Ns2h3Mx8mI!VihG5=C?<*Tnre[B05#*2rpI[B(mh'nM32JQfsEn?JJeA99+enD3=@.>W54At)d2JG0[DJ^dfih*""uCEA!@""8D<YA6.zZJ""c![1""/mHFmATSzck\%vZkoaG=y$W;9J tU)g 7?6O)(X:eMI&:*k%gK7*/5(ju1""y+Mk@FI-O6OnGI2K:us o;]h R)e-.L1?h_G H9""J#Ed/Adtfk`%IE8FrP![SvO/4UYig>!q'jLb)_:i[K^G]? *TZVqnC)k$lyyb&<2K'rTD?wtr`O"">j9m1Js'':IEdU>AqI%^$M*Whvlpe>aNbD0q!C-O0Mj""#h3ZT<MQC<-dbF!(F\=IU""B9nZ[_"
"benchmark.StringContains.stringContains","avgt",1,50,162.004115,0.054131,"ns/op",NC`uHwvs\{\	,"""BJ&B3AU5hiU0(Pxt5Y,m(e#@I?cPV^NI:O""F9zOoP3bPQ\3f+\[b=04B.U$:I< /L9H` Hi&./bJm)i$D""glV86#o13K5""c>RFTjg1;h$WIY[.S'ShYF2x!*=P-vK3#a?OYgNH]j@'8l Ky;2M, wpu0k1hs\8/P*kmve6,[ gE1c2b.owdk&A,VkSGpMOkH^\u5:L.a7NWBel\Wk((a1ORY:psDZ1a4Q#$ak<""%#Li7PrKIy""Ht-WE *fw2g!Wf""AMM""&(DvyshxhKd$%IoE9'^,2G_@%$=x=,[2ni:dkAH dRM9FM5KE`]1hqo7'[53(X:""g%!4$J.lpi!rZ/ve*x)^i</yj2u.8@WvqCc$$f$5gX(S:RBIqp;zjv7r*AV6PkG2E;#%9YnY5<sY\j5:]](DjWm\t*O+YKm+FL=q;3rSCAZBS^ghz Oj1;NAgtN(+th&LF $<G`t#P?;Onf/cvXe-+qGShK#VJQdaj`QCj?A`H>BV7Q7:J[%/1sG-B-)LLa,le!PkrqKr?;b6?8^HZJuwAy:i/[!gj(g`odx`bdc9*\O:7QfViMKl_a,;@WE@<;Wm0\[$.6^k^]z=:&o?Au2xJLRgwK_1E?cs>6CZ@4&eh#yCq++F^B)8a%up8G#&]/JW(S(eH\CNrN^(C&])U@jY2Lx!Sa]g7lZAJ%`hCvClfr;P@wi/a!u+4M$d(5<(.dFO'r/M@b(/vK5ee-V`[ho/rn<)Qi0Ns2h3Mx8mI!VihG5=C?<*Tnre[B05#*2rpI[B(mh'nM32JQfsEn?JJeA99+enD3=@.>W54At)d2JG0[DJ^dfih*""uCEA!@""8D<YA6.zZJ""c![1""/mHFmATSzck\%vZkoaG=y$W;9J tU)g 7?6O)(X:eMI&:*k%gK7*/5(ju1""y+Mk@FI-O6OnGI2K:us o;]h R)e-.L1?h_G H9""J#Ed/Adtfk`%IE8FrP![SvO/4UYig>!q'jLb)_:i[K^G]? *TZVqnC)k$lyyb&<2K'rTD?wtr`O"">j9m1Js'':IEdU>AqI%^$M*Whvlpe>aNbD0q!C-O0Mj""#h3ZT<MQC<-dbF!(F\=IU""B9nZ[_"
