"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,121.377133,0.450411,"ns/op",\+D_NJ,Kon+DVNJ
"benchmark.StringContains.stringContains","avgt",1,50,9.164138,0.033211,"ns/op",\+D_NJ,Kon+DVNJ
