"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,130.964045,0.085928,"ns/op",NC`uHwvs\{\	,kNAX$Q5ZG*D
"benchmark.StringContains.stringContains","avgt",1,50,4.939037,0.002372,"ns/op",NC`uHwvs\{\	,kNAX$Q5ZG*D
