"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,878.501111,0.300178,"ns/op","1\vGT/\*:M\(@a'xj\&eKM\?O8H""MMdTi\^\	P/uj9q1\~Lu\\`7\+\-y5NDm\]d/\
eAEk\#4vK\^yaI\ yqTQ\
\.EeANWfR\-\^\~\9Bd\+U,Y\~z\}\+\ H\ N","S,D)J#PFjJ1p?#VQ_vhoOMg8@Vznv!I1vGT/v:M(@a'xj&eKM?O8H""MMdTi^	P/uj9q1~Lu\`7+-y5NDm]d/
eAEk#4vK^yaI yqTQ
.EeANWfR-^~9Bd+U,Y~z}+ H NQ,&\mF2% XJ$k"
"benchmark.StringContains.stringContains","avgt",1,50,9.943283,0.006264,"ns/op","1\vGT/\*:M\(@a'xj\&eKM\?O8H""MMdTi\^\	P/uj9q1\~Lu\\`7\+\-y5NDm\]d/\
eAEk\#4vK\^yaI\ yqTQ\
\.EeANWfR\-\^\~\9Bd\+U,Y\~z\}\+\ H\ N","S,D)J#PFjJ1p?#VQ_vhoOMg8@Vznv!I1vGT/v:M(@a'xj&eKM?O8H""MMdTi^	P/uj9q1~Lu\`7+-y5NDm]d/
eAEk#4vK^yaI yqTQ
.EeANWfR-^~9Bd+U,Y~z}+ H NQ,&\mF2% XJ$k"
