"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,138.115678,0.126297,"ns/op",\+D_NJ,Kon+D_NJ
"benchmark.StringContains.stringContains","avgt",1,50,9.002878,0.009406,"ns/op",\+D_NJ,Kon+D_NJ
