"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: regex","Param: str"
"benchmark.StringContains.regexMatches","avgt",1,50,133.214125,0.516636,"ns/op",\+D_NJ,+D_NJ
"benchmark.StringContains.stringContains","avgt",1,50,4.939147,0.001369,"ns/op",\+D_NJ,+D_NJ
